,Unnamed: 0,date,approx_time,activity,details,name,location,0,1,2,3,4,5
251,31,2021-11-15,08:15:24,"tweeted: @mpho_rathando Zwi nyitelaho mafhungo ndi haya a ramafhungo Daniel Stewart ane ari Ukraine authorities vhari ndi vhone vho itaho thaselo musanda wa Wagner Group ngei doroboni ya Kadiivka, Wagner Group mune wayo u na vhuledzani na president wa Russia vho Vladimir Putin
Cosmo City",1.6022470932295844e+18,CyberRealms1,Planet Earth,,,,,,
252,32,2022-12-12,10:14:12,mentions: FRANCE24,1.6022454240766853e+18,RamashiaMashudu,"Parow, South Africa",,,,,,
253,33,2022-12-12,10:14:12,annotations: Ukraine,1.6022454240766853e+18,RamashiaMashudu,"Parow, South Africa",,,,,,
254,34,2022-12-12,10:14:12,annotations: Wagner,1.6022454240766853e+18,RamashiaMashudu,"Parow, South Africa",,,,,,
255,35,2022-12-12,10:14:12,links: https://f24.my/96kV.T,1.6022454240766853e+18,RamashiaMashudu,"Parow, South Africa",,,,,,
256,36,2021-08-09,14:03:48,"tweeted: Live: Ukraine claims strike on Wagner group HQ, says ‘huge number’ of Russian mercenaries killed https://t.co/xOAY8rglZD via @FRANCE24",1.6022454240766853e+18,RamashiaMashudu,"Parow, South Africa",,,,,,
257,37,2022-12-12,10:05:06,links: https://www.reuters.com/world/europe/ukraine-regional-official-says-strike-hits-wagner-group-headquarters-2022-12-11/,1.6022431366836634e+18,Phalaphalafm,South Africa ,,,,,,
258,38,2011-05-07,20:25:19,tweeted: https://t.co/JjP7CLOJt3,1.6022431366836634e+18,Phalaphalafm,South Africa ,,,,,,
259,39,2022-12-12,10:04:49,annotations: Ukraine,1.6022430658334638e+18,mpho_rathando,South Africa ,,,,,,
260,40,2022-12-12,10:04:49,annotations: Wagner Group,1.6022430658334638e+18,mpho_rathando,South Africa ,,,,,,
261,41,2022-12-12,10:04:49,annotations: Canada,1.6022430658334638e+18,mpho_rathando,South Africa ,,,,,,
262,42,2022-12-12,10:04:49,annotations: Germany,1.6022430658334638e+18,mpho_rathando,South Africa ,,,,,,
263,43,2022-12-12,10:04:49,annotations: America,1.6022430658334638e+18,mpho_rathando,South Africa ,,,,,,
264,44,2022-12-12,10:04:49,annotations: Ukraine,1.6022430658334638e+18,mpho_rathando,South Africa ,,,,,,
265,45,2022-12-12,10:04:49,annotations: Bakhmut,1.6022430658334638e+18,mpho_rathando,South Africa ,,,,,,
266,46,2022-12-12,10:04:49,links: https://twtubelink.page.link/FyMW2ugLKpo4TD2Z8,1.6022430658334638e+18,mpho_rathando,South Africa ,,,,,,
267,47,2017-01-28,19:05:09,"tweeted: Ukraine: military situation with maps Nov 28, 2022; Wagner Group tactics on battlefield
#Canada #Germany #America #Ukraine #Bakhmut
https://t.co/WVlixMw9rz",1.6022430658334638e+18,mpho_rathando,South Africa ,,,,,,
0,0,2022-12-12,11:42:08,links: https://twitter.com/mariataylor6581/status/1602267553866584064/photo/1,1.602267553866584e+18,mariataylor6581,Canterbury,,,,,,
1,1,2015-12-22,08:38:18,tweeted: Ukraine war: Lemekhani Nyirenda was recruited by Russia's mercenary group Wagner https://t.co/5PcIql4Xfy,1.602267553866584e+18,mariataylor6581,Canterbury,,,,,,
2,2,2022-12-12,11:41:56,mentions: SamRamani2,1.6022675042603827e+18,AbuuZah,Global Citizen,,,,,,
3,3,2022-12-12,11:41:56,annotations: FBI,1.6022675042603827e+18,AbuuZah,Global Citizen,,,,,,
4,4,2022-12-12,11:41:56,annotations: Wagner Group,1.6022675042603827e+18,AbuuZah,Global Citizen,,,,,,
5,5,2022-12-12,11:41:56,annotations: Ukraine,1.6022675042603827e+18,AbuuZah,Global Citizen,,,,,,
6,6,2022-12-12,11:41:56,annotations: Wagner Group,1.6022675042603827e+18,AbuuZah,Global Citizen,,,,,,
7,7,2022-12-12,11:41:56,annotations: Kamakaze,1.6022675042603827e+18,AbuuZah,Global Citizen,,,,,,
8,8,2011-10-04,19:27:51,"tweeted: @SamRamani2 Last week, the FBI declared Wagner Group most wanted, today Ukraine strike the Wagner Group, surely they were given instructions and coordinates to strike, they must be prepared for Kamakaze",1.6022675042603827e+18,AbuuZah,Global Citizen,,,,,,
9,9,2022-12-12,11:41:22,links: https://tubelive.page.link/E5xP25WwLrJ45YCJ9,1.6022673613690102e+18,SamRamani2,"Oxford, England",,,,,,
10,10,2013-10-12,23:22:53,"tweeted: Clarissa Ward breaks down Wagner Group head’s warning to US
##UK ##SlavaUkraini ##QatarWorldCup2022 ##UkraineRussianWar # ##USA
https://t.co/7ZeFtnvDF5",1.6022673613690102e+18,SamRamani2,"Oxford, England",,,,,,
11,11,2022-12-12,11:40:05,annotations: Kadiivka,1.602267040458457e+18,cnnnewsukraine,UNKWN,,,,,,
12,12,2022-12-12,11:40:05,annotations: Luhansk region,1.602267040458457e+18,cnnnewsukraine,UNKWN,,,,,,
13,13,2022-12-12,11:40:05,annotations: Russia,1.602267040458457e+18,cnnnewsukraine,UNKWN,,,,,,
14,14,2022-12-12,11:40:05,annotations: Wagner,1.602267040458457e+18,cnnnewsukraine,UNKWN,,,,,,
15,15,2022-12-12,11:40:05,links: https://www.msn.com/en-gb/news/world/live-ukraine-claims-strike-on-wagner-group-hq-says-huge-number-of-russian-mercenaries-killed/ar-AA15apGM?ocid=msedgntp&cvid=b331302f783248eaada10ece5fe04a0e,1.602267040458457e+18,cnnnewsukraine,UNKWN,,,,,,
16,16,2014-10-19,22:38:50,"tweeted: Ukrainian official claimed Sunday: forces attacked a hotel in the city of Kadiivka in the occupied Luhansk region, where Russia’s private Wagner military are based, allegedly killing ‘a huge number’ of them. [report not confirmed independently].  https://t.co/A8jcIpuCjU",1.602267040458457e+18,cnnnewsukraine,UNKWN,,,,,,
17,17,2022-12-12,11:38:08,annotations: Ukraine,1.6022665501650862e+18,robdn,"London, England",,,,,,
18,18,2022-12-12,11:38:08,annotations: Putin,1.6022665501650862e+18,robdn,"London, England",,,,,,
19,19,2022-12-12,11:38:08,annotations: Wagner HQ,1.6022665501650862e+18,robdn,"London, England",,,,,,
20,20,2022-12-12,11:38:08,annotations: Wagner Group,1.6022665501650862e+18,robdn,"London, England",,,,,,
21,21,2022-12-12,11:38:08,annotations: Ukraine,1.6022665501650862e+18,robdn,"London, England",,,,,,
22,22,2022-12-12,11:38:08,links: https://www.msn.com/en-us/news/world/ukraine-news-live-many-killed-in-strike-on-putin-s-private-wagner-hq-in-eastern-battle/ar-AA15a7HU?cvid=06a3f7fc923a4d32ae5a2f91eb5360bd,1.6022665501650862e+18,robdn,"London, England",,,,,,
23,23,2009-07-11,13:39:50,"tweeted: Ukraine news - live: ‘Many killed’ in strike on Putin’s private Wagner HQ in eastern battle https://t.co/TaSZrtSyyy Love it, wish the leaders of Wagner Group were there when it was hit. Go Ukraine!",1.6022665501650862e+18,robdn,"London, England",,,,,,
24,24,2022-12-12,11:35:22,annotations: Ukraine,1.6022658523504312e+18,DeborahLago5,UNKWN,,,,,,
25,25,2022-12-12,11:35:22,annotations: Lemekhani Nyirenda,1.6022658523504312e+18,DeborahLago5,UNKWN,,,,,,
26,26,2022-12-12,11:35:22,annotations: Russia,1.6022658523504312e+18,DeborahLago5,UNKWN,,,,,,
27,27,2022-12-12,11:35:22,annotations: Wagner,1.6022658523504312e+18,DeborahLago5,UNKWN,,,,,,
28,28,2022-12-12,11:35:22,links: https://www.bbc.co.uk/news/world-africa-63935260,1.6022658523504312e+18,DeborahLago5,UNKWN,,,,,,
29,29,2019-05-06,15:15:47,"tweeted: #Ukraine war: Lemekhani Nyirenda was recruited by Russia's mercenary group Wagner
https://t.co/6OKafNyL8G",1.6022658523504312e+18,DeborahLago5,UNKWN,,,,,,
30,30,2022-12-12,11:31:24,annotations: Ukraine,1.6022648554567475e+18,2dialogue,"Sarasota, FL",,,,,,
31,31,2022-12-12,11:31:24,annotations: Wagner,1.6022648554567475e+18,2dialogue,"Sarasota, FL",,,,,,
32,32,2022-12-12,11:31:24,annotations: Blackwater,1.6022648554567475e+18,2dialogue,"Sarasota, FL",,,,,,
33,33,2022-12-12,11:31:24,annotations: USA,1.6022648554567475e+18,2dialogue,"Sarasota, FL",,,,,,
34,34,2022-12-12,11:31:24,links: https://www.aljazeera.com/news/2022/12/12/ukraine-says-it-has-killed-wagner-mercenaries-who-are-they,1.6022648554567475e+18,2dialogue,"Sarasota, FL",,,,,,
35,35,2011-10-05,23:32:32,"tweeted: Ukraine says it killed Wagner mercenaries, who are they?  Controversial armed group emerged from being a murky guns-for-hire enterprise to a public extension of the Russian military (like Blackwater in USA).

https://t.co/VLgTWD3Y8v",1.6022648554567475e+18,2dialogue,"Sarasota, FL",,,,,,
36,36,2022-12-12,11:29:02,annotations: Wagner Group,1.602264257441239e+18,natty4bumpo,"Chattanooga, TN, USA",,,,,,
37,37,2022-12-12,11:29:02,annotations: Bakhmut,1.602264257441239e+18,natty4bumpo,"Chattanooga, TN, USA",,,,,,
38,38,2022-12-12,11:29:02,annotations: ukraine,1.602264257441239e+18,natty4bumpo,"Chattanooga, TN, USA",,,,,,
39,39,2022-12-12,11:29:02,annotations: SlavaUkraini,1.602264257441239e+18,natty4bumpo,"Chattanooga, TN, USA",,,,,,
40,40,2022-12-12,11:29:02,annotations: USA,1.602264257441239e+18,natty4bumpo,"Chattanooga, TN, USA",,,,,,
41,41,2022-12-12,11:29:02,annotations: UkraineRussianWar,1.602264257441239e+18,natty4bumpo,"Chattanooga, TN, USA",,,,,,
42,42,2022-12-12,11:29:02,annotations: QatarWorldCup2022,1.602264257441239e+18,natty4bumpo,"Chattanooga, TN, USA",,,,,,
43,43,2022-12-12,11:29:02,links: https://tubelive.page.link/dCPCLJK12D8T4Rqn8,1.602264257441239e+18,natty4bumpo,"Chattanooga, TN, USA",,,,,,
44,44,2009-04-10,05:21:26,"tweeted: Ukrainian Special Forces hunt down and destroy Wagner Group mercenaries in Bakhmut
##ukraine ##SlavaUkraini # ##USA ##UkraineRussianWar ##QatarWorldCup2022
https://t.co/HOHuCVCw5W",1.602264257441239e+18,natty4bumpo,"Chattanooga, TN, USA",,,,,,
45,45,2022-12-12,11:28:36,annotations: Ukraine,1.6022641480288174e+18,tellmetimes,UNKWN,,,,,,
46,46,2022-12-12,11:28:36,annotations: Lemekhani Nyirenda,1.6022641480288174e+18,tellmetimes,UNKWN,,,,,,
47,47,2022-12-12,11:28:36,annotations: Russia,1.6022641480288174e+18,tellmetimes,UNKWN,,,,,,
48,48,2022-12-12,11:28:36,annotations: Wagner,1.6022641480288174e+18,tellmetimes,UNKWN,,,,,,
49,49,2022-12-12,11:28:36,links: http://dlvr.it/SfDQPC,1.6022641480288174e+18,tellmetimes,UNKWN,,,,,,
50,50,2022-01-08,12:03:57,tweeted: Ukraine war: Lemekhani Nyirenda was recruited by Russia's mercenary group Wagner https://t.co/IIDvKHCGtL,1.6022641480288174e+18,tellmetimes,UNKWN,,,,,,
51,51,2022-12-12,11:28:16,annotations: بن هودجز,1.602264067435004e+18,45mogaber45,UNKWN,,,,,,
52,52,2022-12-12,11:28:16,annotations: أوكرانيا,1.602264067435004e+18,45mogaber45,UNKWN,,,,,,
53,53,2022-12-12,11:28:16,links: https://arabic.cnn.com/world/video/2022/12/12/v130728-wagner-group-explosion-luhansk-melitopol-ukraine-russia-hodges,1.602264067435004e+18,45mogaber45,UNKWN,,,,,,
54,54,2022-08-13,21:25:00,"tweeted: بن هودجز يوضح لـCNN ما يعنيه تفجير مقر مجموعة ""فاغنر"" الروسية في أوكرانيا - CNN Arabic https://t.co/ms6TxTYlcN",1.602264067435004e+18,45mogaber45,UNKWN,,,,,,
55,0,2022-12-12,11:26:55,annotations: Ukraine,1.602263726614356e+18,knight_riders43,"Dubai, United Arab Emirates",,,,,,
56,1,2022-12-12,11:26:55,annotations: Wagner,1.602263726614356e+18,knight_riders43,"Dubai, United Arab Emirates",,,,,,
57,2,2022-12-12,11:26:55,annotations: Bangladesh,1.602263726614356e+18,knight_riders43,"Dubai, United Arab Emirates",,,,,,
58,3,2022-12-12,11:26:55,annotations: Afghan,1.602263726614356e+18,knight_riders43,"Dubai, United Arab Emirates",,,,,,
59,4,2022-12-12,11:26:55,annotations: Pakistan,1.602263726614356e+18,knight_riders43,"Dubai, United Arab Emirates",,,,,,
60,5,2022-12-12,11:26:55,annotations: ck,1.602263726614356e+18,knight_riders43,"Dubai, United Arab Emirates",,,,,,
61,6,2022-12-12,11:26:55,annotations: ber in U,1.602263726614356e+18,knight_riders43,"Dubai, United Arab Emirates",,,,,,
62,7,2022-11-26,13:52:00,"tweeted: 🇺🇦 Ukraine strike hits Wagner group headquarters- official

🇧🇩 Bangladesh's opposition lawmakers quit parliament demand fresh vote

🇵🇰 🇦🇫 Several killed in firing by Afghan forces on Pakistan border

🏴󠁧󠁢󠁳󠁣󠁴󠁿 Suspected Lockerbie bomber in US custody:Scotland

#World #UkraineRussiaWar️",1.602263726614356e+18,knight_riders43,"Dubai, United Arab Emirates",,,,,,
63,8,2022-12-12,11:25:33,links: https://www.firstpost.com/explainers/wagner-group-russian-mercenary-group-ukraine-war-11794811.html?utm_source=twitter&utm_medium=social,1.6022633838476042e+18,firstpost,"Mumbai, India",,,,,,
64,9,2022-12-12,11:25:33,annotations: Russia,1.6022633838476042e+18,firstpost,"Mumbai, India",,,,,,
65,10,2022-12-12,11:25:33,annotations: WagnerPMC,1.6022633838476042e+18,firstpost,"Mumbai, India",,,,,,
66,11,2022-12-12,11:25:33,annotations: Ukraine,1.6022633838476042e+18,firstpost,"Mumbai, India",,,,,,
67,12,2022-12-12,11:25:33,annotations: Vladimir Putin,1.6022633838476042e+18,firstpost,"Mumbai, India",,,,,,
68,13,2022-12-12,11:25:33,annotations: Wagner,1.6022633838476042e+18,firstpost,"Mumbai, India",,,,,,
69,14,2022-12-12,11:25:33,annotations: PMC,1.6022633838476042e+18,firstpost,"Mumbai, India",,,,,,
70,15,2022-12-12,11:25:33,annotations: RussiaUkraineWar,1.6022633838476042e+18,firstpost,"Mumbai, India",,,,,,
71,16,2011-02-23,13:09:22,"tweeted: Members of Russia’s #WagnerPMC were killed following an attack by Ukraine’s armed forces on a hotel. The mercenaries, also known as Vladimir Putin’s private army, have been working in the shadows since 2014 #Wagner_PMC #RussiaUkraineWar 
https://t.co/CbjH36B2b9",1.6022633838476042e+18,firstpost,"Mumbai, India",,,,,,
72,17,2022-12-12,11:25:33,links: https://www.reuters.com/world/europe/ukraine-regional-official-says-strike-hits-wagner-group-headquarters-2022-12-11/,1.6022633807226798e+18,alleyesonwagner,Internet,,,,,,
73,18,2022-12-12,11:25:33,annotations: Ukraine,1.6022633807226798e+18,alleyesonwagner,Internet,,,,,,
74,19,2022-12-12,11:25:33,annotations: Wagner,1.6022633807226798e+18,alleyesonwagner,Internet,,,,,,
75,20,2022-12-12,11:25:33,annotations: Reuters,1.6022633807226798e+18,alleyesonwagner,Internet,,,,,,
76,21,2022-03-11,09:59:19,tweeted: Ukraine regional official says strike hits Wagner group headquarters | Reuters https://t.co/IoFk2qLLrr,1.6022633807226798e+18,alleyesonwagner,Internet,,,,,,
77,22,2022-12-12,11:25:09,links: https://globaltrends.digital/post/ukraine-war-lemekhani-nyirenda-was-recruited-by-russia-s-mercenary-group-wagner,1.602263279321383e+18,global_trends22,UNKWN,,,,,,
78,23,2022-12-12,11:25:09,annotations: Ukraine,1.602263279321383e+18,global_trends22,UNKWN,,,,,,
79,24,2022-12-12,11:25:09,annotations: Lemekhani Nyirenda,1.602263279321383e+18,global_trends22,UNKWN,,,,,,
80,25,2022-12-12,11:25:09,annotations: Russia,1.602263279321383e+18,global_trends22,UNKWN,,,,,,
81,26,2022-12-12,11:25:09,annotations: Wagner,1.602263279321383e+18,global_trends22,UNKWN,,,,,,
82,27,2020-06-23,11:16:27,tweeted: Ukraine war: Lemekhani Nyirenda was recruited by Russia's mercenary group Wagner https://t.co/Ya91UGeb1D,1.602263279321383e+18,global_trends22,UNKWN,,,,,,
83,28,2022-12-12,11:21:44,annotations: Russia,1.6022624219886428e+18,ocholagragory,UNKWN,,,,,,
84,29,2022-12-12,11:21:44,annotations: Ukraine,1.6022624219886428e+18,ocholagragory,UNKWN,,,,,,
85,30,2022-12-12,11:21:44,annotations: Wagner,1.6022624219886428e+18,ocholagragory,UNKWN,,,,,,
86,31,2022-12-12,11:21:44,annotations: Russia,1.6022624219886428e+18,ocholagragory,UNKWN,,,,,,
87,32,2022-03-13,11:31:00,tweeted: I would like to fight for Russia in Ukraine. I ask the Wagner group to give me the opportunity to fight for Russia.,1.6022624219886428e+18,ocholagragory,UNKWN,,,,,,
88,33,2022-12-12,11:20:37,links: https://twitter.com/HerryNapit/status/1602262139745734656/photo/1,1.6022621397457347e+18,HerryNapit,Indonesia,,,,,,
89,34,2022-12-12,11:20:37,annotations: Wagner Group,1.6022621397457347e+18,HerryNapit,Indonesia,,,,,,
90,35,2022-12-12,11:20:37,annotations: Putin,1.6022621397457347e+18,HerryNapit,Indonesia,,,,,,
91,36,2022-12-12,11:20:37,annotations: Bakhmut,1.6022621397457347e+18,HerryNapit,Indonesia,,,,,,
92,37,2022-12-12,11:20:37,annotations: Donetsk,1.6022621397457347e+18,HerryNapit,Indonesia,,,,,,
93,38,2022-12-12,11:20:37,annotations: Ukraine,1.6022621397457347e+18,HerryNapit,Indonesia,,,,,,
94,39,2022-12-12,11:20:37,annotations: Prigozhin,1.6022621397457347e+18,HerryNapit,Indonesia,,,,,,
95,40,2022-12-12,11:20:37,annotations: Kremlin,1.6022621397457347e+18,HerryNapit,Indonesia,,,,,,
96,41,2022-12-12,11:20:37,annotations: Russia,1.6022621397457347e+18,HerryNapit,Indonesia,,,,,,
97,42,2022-12-12,11:20:37,annotations: Wagner,1.6022621397457347e+18,HerryNapit,Indonesia,,,,,,
98,43,2022-12-12,11:20:37,annotations: UkraineWar,1.6022621397457347e+18,HerryNapit,Indonesia,,,,,,
99,44,2020-01-13,02:40:35,"tweeted: Wagner Group is doing Putin’s dirty work in Bakhmut, Donetsk region, Ukraine. Its leader Prigozhin is trying to make a political gain, showing the Kremlin, Russia, that Wagner is the only Russian force that could counter the Ukrainians #Ukraine🇺🇦#UkraineWar #UkraineRussiaWar️ https://t.co/2zw4t3jg97",1.6022621397457347e+18,HerryNapit,Indonesia,,,,,,
100,45,2022-12-12,11:20:22,links: https://twitter.com/peripolemou/status/1602262079326535680/photo/1,1.6022620793265357e+18,peripolemou,UNKWN,,,,,,
101,46,2022-03-13,12:51:15,"tweeted: Η μελλοντική μας διατροφή . Αυτην μας ετοιμαζει ο Κλαους Σουαμπ και οι ομοιοι του.

 #russia_ukraine_war #usa #NATO #Wagner_group_pmc https://t.co/TzB2ia678g",1.6022620793265357e+18,peripolemou,UNKWN,,,,,,
102,47,2022-12-12,11:19:53,links: https://ift.tt/BQFjrLy,1.602261957100421e+18,waranalysts,UNKWN,,,,,,
103,48,2022-12-12,11:19:53,annotations: Ukraine,1.602261957100421e+18,waranalysts,UNKWN,,,,,,
104,49,2022-12-12,11:19:53,annotations: Wagner,1.602261957100421e+18,waranalysts,UNKWN,,,,,,
105,50,2022-12-12,11:19:53,annotations: The Jerusalem Post,1.602261957100421e+18,waranalysts,UNKWN,,,,,,
106,51,2009-12-02,14:44:38,tweeted: Ukraine regional official says strike hits Wagner group headquarters - The Jerusalem Post https://t.co/Q1Wumvubm1,1.602261957100421e+18,waranalysts,UNKWN,,,,,,
107,52,2022-12-12,11:18:09,mentions: S_Ibrahimkhil,1.6022615177092137e+18,underjoyed,"Frankfurt am Main, Deutschland",,,,,,
108,53,2022-12-12,11:18:09,annotations: Wagner Group,1.6022615177092137e+18,underjoyed,"Frankfurt am Main, Deutschland",,,,,,
109,54,2009-01-07,16:45:07,"tweeted: @S_Ibrahimkhil Disclaimer: Wagner Group can mean a lot of things in this particular case. It is with high probability predictable that most of the people who were killed are ""undesirables"" who are faced with instant death if they decide not to fight. And ""undesirables"" in 🇷🇺 is a broad term.",1.6022615177092137e+18,underjoyed,"Frankfurt am Main, Deutschland",,,,,,
110,55,2022-12-12,11:17:35,annotations: Ukraine,1.6022613785044582e+18,S_Ibrahimkhil,"Essen, Deutschland",,,,,,
111,56,2022-12-12,11:17:35,annotations: Wagner,1.6022613785044582e+18,S_Ibrahimkhil,"Essen, Deutschland",,,,,,
112,57,2022-12-12,11:17:35,annotations: Luhansk,1.6022613785044582e+18,S_Ibrahimkhil,"Essen, Deutschland",,,,,,
113,58,2022-12-12,11:17:35,annotations: Serhij Hajdaj,1.6022613785044582e+18,S_Ibrahimkhil,"Essen, Deutschland",,,,,,
114,59,2022-12-12,11:17:35,annotations: Kyiv Independent,1.6022613785044582e+18,S_Ibrahimkhil,"Essen, Deutschland",,,,,,
115,60,2019-06-27,02:58:25,"tweeted: #Ukraine Ukrainian forces have attacked the headquarters of the Wagner group in Luhansk.
According to the region's governor, Serhij Hajdaj, several people have been killed.
- It is about enormous losses, he tells the Kyiv Independent.",1.6022613785044582e+18,S_Ibrahimkhil,"Essen, Deutschland",,,,,,
116,0,2022-12-12,11:16:09,annotations: Luhansk,1.602261018159317e+18,DTMsport,Geographically Unstable,,,,,,
117,1,2022-12-12,11:16:09,annotations: Russia,1.602261018159317e+18,DTMsport,Geographically Unstable,,,,,,
118,2,2022-12-12,11:16:09,annotations: Wagner,1.602261018159317e+18,DTMsport,Geographically Unstable,,,,,,
119,3,2022-12-12,11:16:09,links: https://www.telegraph.co.uk/world-news/2022/12/11/ukraine-russia-war-news-putin-nuclear-iran-drones-latest/,1.602261018159317e+18,DTMsport,Geographically Unstable,,,,,,
120,4,2011-11-08,15:40:01,"tweeted: The Luhansk headquarters of Russia's notorious Wagner mercenary group has been struck, causing significant losses, according to a Ukrainian official.
 https://t.co/wE0wYUYhvm",1.602261018159317e+18,DTMsport,Geographically Unstable,,,,,,
121,5,2022-12-12,11:15:36,annotations: Ukraine,1.6022608759640228e+18,ievrenofficial,India,,,,,,
122,6,2022-12-12,11:15:36,annotations: Wagner,1.6022608759640228e+18,ievrenofficial,India,,,,,,
123,7,2022-12-12,11:15:36,links: https://ievren.org/europe/live-blog-ukraine-strike-hits-wagner-group-headquarters-official/,1.6022608759640228e+18,ievrenofficial,India,,,,,,
124,8,2022-04-11,16:49:54,tweeted: Live blog: Ukraine strike hits Wagner group headquarters – official https://t.co/8Pt2SCPwnV,1.6022608759640228e+18,ievrenofficial,India,,,,,,
125,9,2022-12-12,11:15:28,mentions: VeraIrisZ,1.602260844204757e+18,JoleJoc19195339,UNKWN,,,,,,
126,10,2022-12-12,11:15:28,mentions: genesis_rrn,1.602260844204757e+18,JoleJoc19195339,UNKWN,,,,,,
127,11,2022-12-12,11:15:28,mentions: Giyu_007,1.602260844204757e+18,JoleJoc19195339,UNKWN,,,,,,
128,12,2022-12-12,11:15:28,mentions: AZgeopolitics,1.602260844204757e+18,JoleJoc19195339,UNKWN,,,,,,
129,13,2021-10-07,08:33:41,"tweeted: @VeraIrisZ @genesis_rrn @Giyu_007 @AZgeopolitics A svakako cu uvek pre podrzavati Putina, Rusku vojsku pa cak i Wagner, jer su svakako bolji od Americke vojske, NATO-a,  CIA, Erik Prince-a i njihovih placenih ubica Academi ili ti Blackwater, Greystone i Mozart Group. Pljackasi i masovne ubice.",1.602260844204757e+18,JoleJoc19195339,UNKWN,,,,,,
130,14,2022-12-12,11:14:55,annotations: Ukraine,1.6022607076465746e+18,VeraIrisZ,UNKWN,,,,,,
131,15,2022-12-12,11:14:55,annotations: Wagner,1.6022607076465746e+18,VeraIrisZ,UNKWN,,,,,,
132,16,2022-12-12,11:14:55,links: https://www.jpost.com/international/article-724629,1.6022607076465746e+18,VeraIrisZ,UNKWN,,,,,,
133,17,2015-05-23,22:36:41,"tweeted: Ukraine regional official says strike hits Wagner group headquarters

 https://t.co/gOJ2ee4dbl",1.6022607076465746e+18,VeraIrisZ,UNKWN,,,,,,
134,18,2022-12-12,11:11:40,annotations: LCD,1.602259889778221e+18,genesis_rrn,UNKWN,,,,,,
135,19,2022-12-12,11:11:40,annotations: Mozart Group,1.602259889778221e+18,genesis_rrn,UNKWN,,,,,,
136,20,2022-12-12,11:11:40,annotations: Stravinsky,1.602259889778221e+18,genesis_rrn,UNKWN,,,,,,
137,21,2022-12-12,11:11:40,annotations: Mahler,1.602259889778221e+18,genesis_rrn,UNKWN,,,,,,
138,22,2022-12-12,11:11:40,annotations: Wagner,1.602259889778221e+18,genesis_rrn,UNKWN,,,,,,
139,23,2022-12-12,11:11:40,links: https://twitter.com/ivan_8848/status/1602259889778221056/video/1,1.602259889778221e+18,genesis_rrn,UNKWN,,,,,,
140,24,2021-05-23,18:50:14,"tweeted: I can't stand LCD marketing, for reals man 'Mozart Group', I know it's been said before by others, but still. How uncreative can you get?

Why not Stravinsky group, or Mahler group or anything relevant to the 19th century to mirror this Wagner stuff. https://t.co/A2XFcoEn36",1.602259889778221e+18,genesis_rrn,UNKWN,,,,,,
141,25,2022-12-12,11:09:45,annotations: Ukraine,1.6022594039856333e+18,Giyu_007,Bharat,,,,,,
142,26,2022-12-12,11:09:45,annotations: Russia,1.6022594039856333e+18,Giyu_007,Bharat,,,,,,
143,27,2022-12-12,11:09:45,annotations: Wagner,1.6022594039856333e+18,Giyu_007,Bharat,,,,,,
144,28,2022-12-12,11:09:45,annotations: Ukraine,1.6022594039856333e+18,Giyu_007,Bharat,,,,,,
145,29,2022-12-12,11:09:45,annotations: Luhansk,1.6022594039856333e+18,Giyu_007,Bharat,,,,,,
146,30,2022-12-12,11:09:45,links: https://twitter.com/metesohtaoglu/status/1602259403985633283/video/1,1.6022594039856333e+18,Giyu_007,Bharat,,,,,,
147,31,2022-12-12,11:09:45,mentions: savunmaisleri,1.6022594039856333e+18,Giyu_007,Bharat,,,,,,
148,32,2022-07-08,21:12:37,"tweeted: 📹 #Ukraine- Ukrainian forces have struck a headquarters of Russia’s Wagner mercenary group in eastern Ukraine, Luhansk with HIMARS system.
📹 @savunmaisleri https://t.co/JslyACWPo4",1.6022594039856333e+18,Giyu_007,Bharat,,,,,,
149,33,2022-12-12,11:09:16,annotations: Wagner,1.6022592819145974e+18,AZgeopolitics,Eastern Roman Empire,,,,,,
150,34,2022-12-12,11:09:16,annotations: Nazi,1.6022592819145974e+18,AZgeopolitics,Eastern Roman Empire,,,,,,
151,35,2022-12-12,11:09:16,mentions: DMB12445,1.6022592819145974e+18,AZgeopolitics,Eastern Roman Empire,,,,,,
152,36,2020-10-02,15:56:38,tweeted: @DMB12445 The building was being used by Wagner who are a Neo - Nazi mercenary group,1.6022592819145974e+18,AZgeopolitics,Eastern Roman Empire,,,,,,
153,37,2022-12-12,11:07:03,links: http://dlvr.it/SfDM8t,1.602258725917819e+18,ivan_8848,UNKWN,,,,,,
154,38,2016-08-16,17:21:25,"tweeted: بن هودجز يوضح لـCNN ما يعنيه تفجير مقر مجموعة ""فاغنر"" الروسية في أوكرانيا https://t.co/sUoyHx0anO",1.602258725917819e+18,ivan_8848,UNKWN,,,,,,
155,39,2022-12-12,11:06:51,links: https://newsfet.com/ukraine-%ce%b2%ce%bf%ce%bc%ce%b2%ce%b1%cf%81%ce%b4%ce%b9%cf%83%cf%84%ce%ad%cf%82-hotels-with-members-of-the-wagner-group/,1.6022586752714383e+18,metesohtaoglu,Istanbul - Turkiye,,,,,,
156,40,2009-06-11,17:46:21,tweeted: Ukraine: βομβαρδιστές hotels with members of the Wagner Group https://t.co/JYMYcYtXoy,1.6022586752714383e+18,metesohtaoglu,Istanbul - Turkiye,,,,,,
157,41,2022-12-12,11:05:19,annotations: Ukraine,1.6022582909304996e+18,savunmaisleri,"İstanbul, Türkiye",,,,,,
